"ID","PRIORITY","MESSAGE_TAG","TEXT"
60,1,M583,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] has not responded significantly to treatment based on  [gender_possessive]  current PSRS score and the change in that score during treatment.  [Gender_pronoun] is not experiencing clinically significant side effects.  There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  If [gender_pronoun] does not respond in a reasonable period of time consider moving to the next treatment stage."
61,1,M584,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] is responding to treatment and has had a decrease in  [gender_possessive]  PSRS scale score of more than 20%.  [Gender_pronoun] is not experiencing clinically significant side effects.  There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  If [gender_pronoun] does not respond in a reasonable period of time consider moving to the next treatment stage."
62,1,M585,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] has had a decrease in  [gender_possessive]  PSRS scale score of less than 20%.  However, based on your clinical judgment about   [gender_possessive]  overall level of functioning [gender_pronoun] appears to have had a partial response to treatment.  [Gender_pronoun] is not experiencing clinically significant side effects.  There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  Some patients suffering from schizophrenia who have a partial response to treatment with antipsychotic may simply require a longer period of treatment to response to the medication."
63,1,M586,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] has had a decrease in  [gender_possessive]  PSRS scale score of less than 20%.  In addition, based on your clinical judgment about   [gender_possessive]  overall level of functioning [gender_pronoun] appears to have not responded to the current treatment.  [Gender_pronoun] is not experiencing clinically significant side effects.  There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  If [gender_pronoun] does not respond in a reasonable period of time consider moving to the next treatment stage."
64,1,M587,Your patient is currently in treatment stage  [diagnosis_stage] .  [Gender_pronoun] is not currently symptomatic (PSRS score of < 7).  [Gender_pronoun]  is currently experiencing clinically significant side effects
65,1,M588,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] has a partial response to treatment based on  [gender_possessive]  current PSRS score and the change in that score during treatment.  [Gender_pronoun] is currently experiencing clinically significant side effects.  The following suggestions should be considered in the context of treating and managing the patient's side effects.<br/><br/>There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  Some patients suffering from schizophrenia who have a partial response to treatment with antipsychotic may simply require a longer period of treatment to response to the medication."
66,1,M589,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] has not responded significantly to treatment based on  [gender_possessive]  current PSRS score and the change in that score during treatment.  [Gender_pronoun]  is currently experiencing clinically significant side effects.  The following suggestions should be considered in the context of treating and managing the patient's side effects.<br/><br/>There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  If [gender_pronoun] does not respond in a reasonable period of time consider moving to the next treatment stage."
67,1,M590,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] is responding to treatment and has had a decrease in  [gender_possessive]  PSRS scale score of more than 20%.  [Gender_pronoun] is currently experiencing clinically significant side effects.  The following suggestions should be considered in the context of treating and managing the patient's side effects.<br/><br/>There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  If [gender_pronoun] does not respond in a reasonable period of time consider moving to the next treatment stage."
68,1,M591,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] has had a decrease in  [gender_possessive]  PSRS scale score of less than 20%.  However, based on your clinical judgment about   [gender_possessive]  overall level of functioning [gender_pronoun] appears to have had a partial response to treatment.  [Gender_pronoun] is currently experiencing clinically significant side effects.  The following suggestions should be considered in the context of treating and managing the patient's side effects.<br/><br/>There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  Some patients suffering from schizophrenia who have a partial response to treatment with antipsychotic may simply require a longer period of treatment to response to the medication."
69,1,M592,"Your patient is currently in treatment stage  [diagnosis_stage].  [Gender_pronoun] has had a decrease in  [gender_possessive]  PSRS scale score of less than 20%.  In addition, based on your clinical judgment about  [gender_possessive]  overall level of functioning [gender_pronoun] appears to have not responded to the current treatment.  [Gender_pronoun] is currently experiencing clinically significant side effects.  The following suggestions should be considered in the context of treating and managing the patient's side effects.<br/><br/>There are several possibilities you might want to consider for further treatment.  First verify that the patient is still compliant with the medication(s) you prescribed.  Next, check whether the patient has had adequate medication trials on  [gender_possessive]  antipsychotic  medication(s).  If not, consider increasing the dose of these medications, as tolerated, unless there are medical reasons for not doing so.  If [gender_pronoun] does not respond in a reasonable period of time consider moving to the next treatment stage."
78,1,M593,"There are 4 major side effects associated with FGA and SGA medications: 1) extrapyramidal symptoms including tardive dyskinesia (TD),  2) weight gain and metabolic syndrome,  3) prolactin elevation and its associated sexual side effects, and 4) QTc prolongation.  The risk of these side effects varies among the different antipsychotic medications.  A more detailed discussion of the treatment of side effects in patients suffering from schizophrenia, who are treated with antipsychotic medications,  can be found in the following resource (Buchanan 2010). <br/>( <a href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf/sbp116.pdf"" target=""_blank"">http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf/sbp116.pdf</a> )<br/><br/>There appears to be general agreement in the clinical literature on how to manage side effects that emerge during psychopharmacological treatment.  The first step is to try lowering the medication causing the side effects.  The goal is to diminish or eradicate the side effects without affecting the therapeutic benefits of the medication.  If this approach is not successful an attempt can be made to address the side effects to make them tolerable.  This approach depends on the nature of the side effects.  If, for example, an SSRI is producing nausea, the dosing schedule for the medication can be changed so the patient takes the medication at meal time.  Similarly, if a patient gains excessive weight while taking antipsychotic medication, enrollment in a psychosocial weight reduction program or prescription of weight reduction medication may be helpful.  If the side effects cannot be effectively addressed the next option might be to change the medication.  If a patient has had a good clinical response to a medication, but is having problems with side effects, it might be useful to switch to another medication with the same mode of action but a different side effect profile.  For example, among the SGAs, olanzapine is known to have the highest incidence of weight gain.  Switching to aripiprazole or ziprasidone may help ameliorate the problems with weight gain.<br/><br/>Buchanan RW, Kreyenbuhl J, Kelly DL, et al. The 2009 Schizophrenia PORT Psychopharmacological Treatment Recommendations and Summary Statements. Schizophr Bull. 2010;36(1):71-93. <br/><a href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf/sbp116.pdf"" target=""_blank"">http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf/sbp116.pdf</a><br/><br/>Schatzberg AF, Cole JO, DeBattista C, eds. Manual of Clinical Psychopharmacology. Washington, DC: American Psychiatric Publishing, Inc.; 2009."
70,1,M601,"Adjust the dose of lithium until the patient is in the therapeutic blood level range for the medication.  The recommended blood level for lithium, when it is used as a augmenting agent for the treatment of depression, is generally lower than the blood level recommended for treatment of bipolar mania.  ""Response often occurs at low dosages (600-1,200 mg/day) and at relatively low serum levels. Current data suggest that serum levels in the range of 0.5 to 0.8 mEq/L are effective in lithium augmentation of antidepressant effects.""<br/><br/>Manual of Clinical Psychopharmacology. Edited by Alan F. Schatzberg, Jonathan O. Cole, Charles DeBattista. Copyright 2009 American Psychiatric Publishing, Inc."
71,1,M602,"Your patient is experiencing at least one severe manic symptom.  Consider tapering and discontinuing the patient's antidepressant medication because it may increase the likelihood of a manic episode.<br/><br/>Goodwin GM. Evidence-based guidelines for treating bipolar disorder: revised second edition--recommendations from the British Association for Psychopharmacology. J Psychopharmacol [serial on the Internet]. 2009 Jun; 23(4): Available from:<br/><a href=""http://www.bap.org.uk/pdfs/Bipolar_guidelines.pdf"" target=""_blank"">http://www.bap.org.uk/pdfs/Bipolar_guidelines.pdf</a>."
72,1,M603,"The change of your patient's diagnosis to bipolar disorder (depressed), or an increase in one or more depressive symptom scores suggests that your patient may be cycling into a bipolar depressive phase.  Consider starting a mood stabilizer or optimizing the blood level of a currently prescribed mood stabilizer or antipsychotic medication before prescribing an antidepressant medication to reduce the possibility of a manic episode.  Avoid tricyclic antidepressants and venlafaxine as first line treatments because these medications have a higher risk of provoking a manic switch than do the SSRIs.<br/><br/>Goodwin GM. Evidence-based guidelines for treating bipolar disorder: revised second edition--recommendations from the British Association for Psychopharmacology. J Psychopharmacol [serial on the Internet]. 2009 Jun; 23(4): Available from: <a href=""http://www.bap.org.uk/pdfs/Bipolar_guidelines.pdf"" target=""_blank"">http://www.bap.org.uk/pdfs/Bipolar_guidelines.pdf</a>."
73,1,M604,"Your patient's diagnosis is bipolar disorder (depressed), but the patient has one or more severe manic symptoms.  Consider whether the patient may be cycling into a manic phase."
74,1,M605,"Your patient's diagnosis is bipolar disorder (manic), but the patient has one or more severe depressive symptoms.  Consider whether the patient may be in a bipolar I (mixed) state or cycling into a depressive phase."
75,1,M606,Please note that in the current guideline for treatment of bipolar disorder (depressed) a traditional antidepressant medication is not recommended without concurrent prescription of a mood stabilizer or antipsychotic medication to lessen the likelihood of the antidepressant medication provoking a manic episode.
79,1,MNOTE,Sufficient data for calculating the percent of clinicians who prescribed the specific guideline medications for patients with the same diagnosis are not yet available
80,1,M517,The patient's medications are being adjusted.
81,1,M701,"<b>Major Depressive Disorder References</b>

<br/>American Psychiatric Association. Practice Guideline for the Treatment of Patients With Major Depressive Disorder, 3rd Edition. 2010. Available from:
<a href=""http://psychiatryonline.org/content.aspx?bookid=28&amp;sectionid=1667485"" target=""_blank""> http://psychiatryonline.org/content.aspx?bookid=28&amp;sectionid=1667485</a>

<br/><br/>Department of Veteran Affairs, Department of Defense. VA/DoD clinical practice guideline for management of major depressive disorder (MDD). Washington, DC: Department of Veteran Affairs, Department of Defense - Office of Quality and Performance publication 10QCPG/MDD-08; 2009. Available from:
<a href=""http://www.healthquality.va.gov/Major_Depressive_Disorder_MDD_Clinical_Practice_Guideline.asp"" target=""_blank""> http://www.healthquality.va.gov/Major_Depressive_Disorder_MDD_Clinical_Practice_Guideline.asp</a>

<br/><br/>Adams, S. M., K. E. Miller, et al. (2008). ""Pharmacologic management of adult depression."" Am Fam Physician 77(6): 785-792.
<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18386592"" target=""_blank"">
http://www.ncbi.nlm.nih.gov/pubmed/18386592</a>

<br/><br/>Cusin, C. and D. D. Dougherty (2012). ""Somatic therapies for treatment-resistant depression: ECT, TMS, VNS, DBS."" Biol Mood Anxiety Disord 2(1): 14.
<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22901565"" target=""_blank"">
http://www.ncbi.nlm.nih.gov/pubmed/22901565</a>

<br/><br/>Eisendrath, S., M. Chartier, et al. (2011). ""Adapting Mindfulness-Based Cognitive Therapy for Treatment-Resistant Depression: A Clinical Case Study."" Cogn Behav Pract 18(3): 362-370.
<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22211062"" target=""_blank"">
http://www.ncbi.nlm.nih.gov/pubmed/22211062</a>

<br/><br/>Schatzberg AF, Cole JO, DeBattista C, eds. Manual of Clinical Psychopharmacology. Washington, DC: American Psychiatric Publishing, Inc.; 2009.

<br/><br/>Sicras-Mainar, A., J. Maurino, et al. (2012). ""Assessment of pharmacological strategies for management of major depressive disorder and their costs after an inadequate response to first-line antidepressant treatment in primary care."" Ann Gen Psychiatry 11(1): 22.
<a href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3426459"" target=""_blank"">
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3426459/</a>"
82,1,M419,[medication] is a long-acting medication.
83,1,M888,"There is currently not sufficient data in the MiMQIP system to allow an analysis of your colleagues' pharmacological treatment of patients with this diagnosis and stage of treatment.
"
84,1,M1,
85,1,M711,"<b>Bipolar Disorder References</b>

<br/> Connolly, K. R. and M. E. Thase (2011). ""The clinical management of bipolar disorder: a review of evidence-based guidelines."" Prim Care Companion CNS Disord 13(4).
<a href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3219517/?report=printable"" target=""_blank"">
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3219517/?report=printable</a>

<br/><br/>Goodwin, G. M. (2012). ""Bipolar depression and treatment with antidepressants."" Br J Psychiatry 200(1): 5-6.
<a href=""http://bjp.rcpsych.org/content/200/1/5.full"" target=""_blank"">
http://bjp.rcpsych.org/content/200/1/5.full</a>

<br/><br/>Department of Veteran Affairs, Department of Defense. VA/DoD clinical practice guideline for management of bipolar disorder in adults (BD). Washington, DC: Department of Veteran Affairs, Department of Defense - Office of Quality and Performance publication 10QCPG/BD-07; 2009.
<a href=""http://www.healthquality.va.gov/Management_of_Bi.asp."" target=""_blank"">
http://www.healthquality.va.gov/Management_of_Bi.asp</a>

<br/><br/>Goodwin GM. Evidence-based guidelines for treating bipolar disorder: revised second edition--recommendations from the British Association for Psychopharmacology. J Psychopharmacol [serial on the Internet]. 2009 Jun; 23(4): Available from:
<a href=""http://www.bap.org.uk/pdfs/Bipolar_guidelines.pdf"" target=""_blank"">
http://www.bap.org.uk/pdfs/Bipolar_guidelines.pdf</a>

<br/><br/>Yatham LN, Kennedy SH, Schaffer A, Parikh SV, Beaulieu S, O'Donovan C, et al. Canadian Network for Mood and Anxiety Treatments (CANMAT) and International Society for Bipolar Disorders (ISBD) collaborative update of CANMAT guidelines for the management of patients with bipolar disorder: update 2009. Bipolar Disorders. 2009;11(3):225-55.
<a href=""http://www.canmat.org/guides.php"" target=""_blank"">
http://www.canmat.org/guides.php</a>"
86,1,M421c,"Your patient has been prescribed [medication] for [medication_duration] days, starting on  [medication_start_date].  [Gender_pronoun] is currently taking [dose] mgs of the medication each day and has been on this dose for [dose_duration] days."
87,1,M721,"<b>Schizophrenia References</b>

<br/>National Collaborating Centre for Mental Health. Schizophrenia: core interventions in the treatment and management of schizophrenia in adults in primary and secondary care (Updated edition) London (UK): The British Psychological Society and The Royal College of Psychiatrists  (National Institute for Health and Clinical Excellence (NICE) Clinical Guideline Number 82); 2010.
<a href=""http://www.nice.org.uk/nicemedia/live/11786/43607/43607.pdf"" target=""_blank"">
http://www.nice.org.uk/nicemedia/live/11786/43607/43607.pdf</a>

<br/><br/>Buchanan RW, Kreyenbuhl J, Kelly DL, Noel JM, Boggs DL, Fischer BA, et al. The 2009 Schizophrenia PORT Psychopharmacological Treatment Recommendations and Summary Statements. Schizophr Bull [serial on the Internet]. 2010; 36(1).
<a href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf/sbp116.pdf"" target=""_blank"">
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf/sbp116.pdf</a>

<br/><br/>Kreyenbuhl J, Buchanan RW, Dickerson FB, Dixon LB. The Schizophrenia Patient Outcomes Research Team (PORT): Updated Treatment Recommendations 2009. Schizophrenia Bulletin [serial on the Internet]. 2010 January 1, 2010; 36(1).
<a href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800150/pdf/sbp130.pdf"" target=""_blank"">
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800150/pdf/sbp130.pdf</a>"
